#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB329STA	09CEB329STA_2	8937	10466	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb2	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	53745	54305	icaR	1-561/561	===============	0/0	100.00	99.11	vfdb2	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	54469	55707	icaA	1-1239/1239	===============	0/0	100.00	99.44	vfdb2	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	55671	55976	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb2	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	55973	56845	icaB	1-873/873	===============	0/0	100.00	99.54	vfdb2	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	56832	57884	icaC	1-1053/1053	===============	0/0	100.00	99.24	vfdb2	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	58279	60324	lip	1-2046/2046	===============	0/0	100.00	99.02	vfdb2	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	127782	130100	adsA	1-2319/2319	===============	0/0	100.00	96.68	vfdb2	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	162736	164163	spa	1-1479/1479	========/======	2/51	96.55	95.13	vfdb2	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	207390	207906	cap8A	1-516/516	========/======	1/1	100.00	98.65	vfdb2	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	208074	208760	cap8B	1-687/687	===============	0/0	100.00	96.36	vfdb2	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	208763	209527	cap8C	1-765/765	===============	0/0	100.00	99.74	vfdb2	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	209547	211370	cap8D	1-1824/1824	===============	0/0	100.00	99.23	vfdb2	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	211360	212388	cap8E	1-1029/1029	===============	0/0	100.00	98.83	vfdb2	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	212401	213510	cap8F	1-1110/1110	===============	0/0	100.00	97.84	vfdb2	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	213514	214638	cap8G	1-1125/1125	===============	0/0	100.00	99.20	vfdb2	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	218760	219965	cap8L	1-1206/1206	===============	0/0	100.00	98.18	vfdb2	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	219976	220533	cap8M	1-558/558	===============	0/0	100.00	98.75	vfdb2	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	220533	221420	cap8N	1-888/888	===============	0/0	100.00	98.42	vfdb2	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	221474	222736	cap8O	1-1263/1263	===============	0/0	100.00	99.21	vfdb2	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
