#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB04STA	09CEB04STA_1	14894	15410	cap8A	1-516/516	========/======	1/1	100.00	99.42	vfdb2	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	15578	16264	cap8B	1-687/687	===============	0/0	100.00	98.98	vfdb2	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	16267	17031	cap8C	1-765/765	===============	0/0	100.00	99.61	vfdb2	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	17051	18874	cap8D	1-1824/1824	===============	0/0	100.00	99.89	vfdb2	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	18864	19892	cap8E	1-1029/1029	===============	0/0	100.00	99.03	vfdb2	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	19905	21014	cap8F	1-1110/1110	===============	0/0	100.00	99.55	vfdb2	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	21018	22142	cap8G	1-1125/1125	===============	0/0	100.00	99.64	vfdb2	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	26264	27469	cap8L	1-1206/1206	===============	0/0	100.00	99.75	vfdb2	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	27480	28037	cap8M	1-558/558	===============	0/0	100.00	99.82	vfdb2	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	28037	28924	cap8N	1-888/888	===============	0/0	100.00	98.65	vfdb2	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	28978	30240	cap8O	1-1263/1263	===============	0/0	100.00	98.73	vfdb2	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	30317	31462	cap8P	1-1146/1146	===============	0/0	100.00	99.30	vfdb2	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	171953	172246	esxA	1-294/294	===============	0/0	100.00	100.00	vfdb2	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB04STA	09CEB04STA_1	172330	175359	esaA	1-3030/3030	===============	0/0	100.00	99.14	vfdb2	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
