#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
07CEB132STA	07CEB132STA_1	6644	7420	sed	1-777/777	===============	0/0	100.00	99.74	vfdb2	AAB06195	(sed) staphylococcal enterotoxin D precursor [SE (VF0020)] [Staphylococcus aureus RN4220]
07CEB132STA	07CEB132STA_7	112435	112951	cap8A	1-516/516	========/======	1/1	100.00	99.42	vfdb2	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	113119	113805	cap8B	1-687/687	===============	0/0	100.00	98.98	vfdb2	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	113808	114572	cap8C	1-765/765	===============	0/0	100.00	99.61	vfdb2	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	114592	116415	cap8D	1-1824/1824	===============	0/0	100.00	99.89	vfdb2	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	116405	117433	cap8E	1-1029/1029	===============	0/0	100.00	99.12	vfdb2	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	117446	118555	cap8F	1-1110/1110	===============	0/0	100.00	99.55	vfdb2	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	118559	119683	cap8G	1-1125/1125	===============	0/0	100.00	99.64	vfdb2	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	123805	125010	cap8L	1-1206/1206	===============	0/0	100.00	99.75	vfdb2	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	125021	125578	cap8M	1-558/558	===============	0/0	100.00	99.82	vfdb2	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	125578	126465	cap8N	1-888/888	===============	0/0	100.00	98.65	vfdb2	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	126519	127781	cap8O	1-1263/1263	===============	0/0	100.00	98.73	vfdb2	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	127858	129003	cap8P	1-1146/1146	===============	0/0	100.00	99.39	vfdb2	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	268793	269068	esxA	1-276/294	===============	0/0	93.88	100.00	vfdb2	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	269118	272147	esaA	1-3030/3030	===============	0/0	100.00	99.14	vfdb2	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	272147	272605	essA	1-459/459	===============	0/0	100.00	99.78	vfdb2	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	272577	272819	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb2	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	272832	274166	essB	1-1335/1335	===============	0/0	100.00	99.92	vfdb2	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	274188	278627	essC	1-4440/4440	===============	0/0	100.00	98.69	vfdb2	NP_645079	(essC) type VII secretion system protein EssC FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	278657	279049	esaC	1-393/393	===============	0/0	100.00	98.73	vfdb2	NP_645081	(esaC) type VII secretion system protein secreted protein EsxC [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	279065	279379	esxB	1-315/315	===============	0/0	100.00	99.36	vfdb2	NP_645082	(esxB) type VII secretion system protein secreted protein EsxB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	309475	311547	geh	1-2073/2073	===============	0/0	100.00	99.66	vfdb2	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	751917	753443	vWbp	1-1527/1527	===============	0/0	100.00	100.00	vfdb2	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB132STA	07CEB132STA_7	926993	927322	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb2	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	927360	928541	sspB	1-1182/1182	===============	0/0	100.00	99.07	vfdb2	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
