#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB314STA	09CEB314STA_1	221393	222370	hlgB	1-978/978	===============	0/0	100.00	98.77	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	222372	223319	hlgC	1-948/948	===============	0/0	100.00	99.26	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	223886	224815	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	225350	226660	sbi	1-1314/1314	========/======	1/3	99.77	97.26	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	601277	601412	hld	1-135/135	========/======	1/1	100.00	98.53	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	780462	781430	lukF-PV	1-969/978	========/======	2/2	98.98	81.65	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	990910	991683	see	1-774/774	===============	0/0	100.00	98.97	vfdb	AAA26617	(see) staphylococcal enterotoxin E precursor [SE (VF0020)] [Staphylococcus aureus]
09CEB314STA	09CEB314STA_1	999954	1001417	ebp	1-1461/1461	========/======	1/3	100.00	97.20	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1379039	1379998	hly/hla	1-960/960	===============	0/0	100.00	99.38	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1406341	1406664	isdG	1-324/324	===============	0/0	100.00	98.46	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
