#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
11CEB275STA	11CEB275STA_8	37285	38814	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	192781	195645	fnbB	1-2832/2832	========/======	22/105	98.73	84.63	vfdb	NP_647237	(fnbB) fibronectin-binding protein B [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	275587	276564	hlgB	1-978/978	===============	0/0	100.00	99.90	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	276566	277513	hlgC	1-948/948	===============	0/0	100.00	99.68	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	278080	279009	hlgA	1-930/930	===============	0/0	100.00	99.89	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	279545	280858	sbi	1-1314/1314	========/======	2/2	99.92	94.91	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	651369	651503	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	684081	685073	hlb	1-993/993	===============	0/0	100.00	99.60	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]
11CEB275STA	11CEB275STA_8	685462	687183	map	1-1727/1755	========/======	2/7	98.06	94.79	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]
11CEB275STA	11CEB275STA_8	817335	818303	lukF-PV	1-969/978	========/======	2/2	98.98	82.37	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1165866	1167326	ebp	1-1461/1461	===============	0/0	100.00	99.93	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1576582	1577541	hly/hla	1-960/960	===============	0/0	100.00	100.00	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1603659	1603982	isdG	1-324/324	===============	0/0	100.00	99.38	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB275STA	11CEB275STA_8	1604001	1604735	srtB	1-735/735	===============	0/0	100.00	99.32	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1604797	1605762	isdF	1-966/966	===============	0/0	100.00	99.59	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1605775	1606653	isdE	1-879/879	===============	0/0	100.00	99.77	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB275STA	11CEB275STA_8	1606650	1607726	isdD	1-1077/1077	===============	0/0	100.00	98.79	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1607726	1608409	isdC	1-684/684	===============	0/0	100.00	99.56	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB275STA	11CEB275STA_8	1608618	1609670	isdA	1-1053/1053	===============	0/0	100.00	99.62	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB275STA	11CEB275STA_8	1609872	1611806	isdB	1-1938/1938	========/======	1/3	99.85	98.86	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB275STA	11CEB275STA_8	1695433	1696443	sspA	1-984/984	========/======	1/27	100.00	96.83	vfdb	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1696525	1697706	sspB	1-1182/1182	===============	0/0	100.00	99.75	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	1697744	1698073	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
11CEB275STA	11CEB275STA_8	2343462	2345537	geh	1-2073/2073	========/======	1/3	100.00	98.84	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
