#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
11CEB277STA	11CEB277STA_1	151454	154462	fnbA	1-3048/3048	========/======	9/61	98.36	87.87	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	239044	240021	hlgB	1-978/978	===============	0/0	100.00	99.80	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	240023	240970	hlgC	1-948/948	===============	0/0	100.00	99.58	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	241537	242466	hlgA	1-930/930	===============	0/0	100.00	99.89	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	243002	244315	sbi	1-1314/1314	========/======	2/2	99.92	94.98	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	438618	441035	hysA	1-2418/2448	========/======	4/6	98.65	91.74	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	618154	618288	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	650843	651836	hlb	1-993/993	========/======	1/1	100.00	99.30	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]
11CEB277STA	11CEB277STA_1	652225	653973	map	1-1755/1755	========/======	3/8	99.60	91.34	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]
11CEB277STA	11CEB277STA_1	1067522	1068982	ebp	1-1461/1461	===============	0/0	100.00	98.08	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	1451028	1451987	hly/hla	1-960/960	===============	0/0	100.00	99.79	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	1478189	1478512	isdG	1-324/324	===============	0/0	100.00	99.38	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB277STA	11CEB277STA_1	1478531	1479265	srtB	1-735/735	===============	0/0	100.00	99.59	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	1479327	1480292	isdF	1-966/966	===============	0/0	100.00	99.59	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	1480305	1481183	isdE	1-879/879	===============	0/0	100.00	99.55	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB277STA	11CEB277STA_1	1481180	1482256	isdD	1-1077/1077	===============	0/0	100.00	99.72	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	1482256	1482939	isdC	1-684/684	===============	0/0	100.00	100.00	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB277STA	11CEB277STA_1	1483148	1484200	isdA	1-1053/1053	===============	0/0	100.00	99.24	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB277STA	11CEB277STA_1	1484403	1486328	isdB	1-1938/1938	========/======	2/12	99.38	98.25	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
11CEB277STA	11CEB277STA_1	1569221	1570402	sspB	1-1182/1182	===============	0/0	100.00	99.92	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	1570440	1570769	sspC	1-330/330	===============	0/0	100.00	100.00	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2344663	2345997	essB	1-1335/1335	===============	0/0	100.00	99.18	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2346010	2346252	esaB	1-243/243	===============	0/0	100.00	98.77	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2346224	2346682	essA	1-459/459	===============	0/0	100.00	100.00	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2346682	2349711	esaA	1-3030/3030	===============	0/0	100.00	99.64	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2349795	2350088	esxA	1-294/294	===============	0/0	100.00	100.00	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2490996	2492141	cap8P	1-1146/1146	===============	0/0	100.00	99.74	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2492218	2493480	cap8O	1-1263/1263	===============	0/0	100.00	98.73	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2493534	2494421	cap8N	1-888/888	===============	0/0	100.00	99.44	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2494421	2494978	cap8M	1-558/558	===============	0/0	100.00	99.82	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2494989	2496194	cap8L	1-1206/1206	===============	0/0	100.00	99.42	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2500316	2501440	cap8G	1-1125/1125	===============	0/0	100.00	99.47	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2501444	2502553	cap8F	1-1110/1110	===============	0/0	100.00	98.56	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2502566	2503594	cap8E	1-1029/1029	===============	0/0	100.00	99.03	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2503584	2505407	cap8D	1-1824/1824	===============	0/0	100.00	99.45	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2505427	2506191	cap8C	1-765/765	===============	0/0	100.00	99.87	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2506194	2506880	cap8B	1-687/687	===============	0/0	100.00	100.00	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2507048	2507564	cap8A	1-516/516	========/======	1/1	100.00	99.81	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2613279	2615597	adsA	1-2319/2319	===============	0/0	100.00	96.94	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2685066	2687111	lip	1-2046/2046	===============	0/0	100.00	99.71	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
11CEB277STA	11CEB277STA_1	2687503	2688555	icaC	1-1053/1053	===============	0/0	100.00	99.05	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
